RowID,COL_1,COL_2,COL_3,COL_4,COL_5,SOLD
pJQ4LmKi,,,,11,8,0
SIOkUC3x,,,,11,15,0
udWyCmKD,235,VAL_B,4,8,17,0
QN4swS8a,,,,,11,0
m71KXuRt,,,,14,-3,0
vZNKsjw4,200,VAL_B,1,6,4,0
PwnIw1ui,210,VAL_B,1,4,-2,0
vYRCojTf,180,VAL_B,3,7,6,0
efDGxGIY,,,,14,0,0
RSy5jcBf,,,,10,8,0
mUTeQQM6,,,,9,4,0
a1Eg20Ta,,,,10,6,0
bdtISoPN,,,,7,-9,0
4FS7Fg2N,,,,18,12,0
o9I2fEMB,225,VAL_B,2,11,14,0
XMsCrIGN,,,,10,18,0
MwJIDrkH,,VAL_B,,3,-4,0
bUTJlhMe,,,,7,-5,0
8sZR40MQ,200,VAL_B,1,14,-1,0
K3lnCbfI,,,,,-2,0
b96R0umU,295,VAL_I,7,7,11,0
1SX9DOmA,230,VAL_B,4,,20,0
WredvMHm,165,VAL_B,2,8,-3,0
m5Ps50IS,290,VAL_B,7,9,-7,0
PN9V54lw,260,VAL_B,5,2,20,0
VZXju3dF,,,,10,-4,0
SzDwO63M,-3,VAL_B,1,3,7,0
OxBpSV3E,,,,17,13,0
vq9PfEKl,,,,,16,0
KXAZ91g5,240,VAL_K,3,6,14,0
ItKRbEQf,300,VAL_K,1,,9,0
fskr81WH,,,,4,16,0
xDFMGkfw,,,,17,4,0
z2uAP8t0,-3,VAL_M,7,3,0,0
YcshOFj8,210,VAL_B,5,5,-8,0
W2M2jyxx,155,VAL_B,2,9,35,0
IrLneezr,,,,,-2,0
9yosOAbK,235,VAL_B,5,7,-3,0
7pCjc27S,215,VAL_B,4,7,-5,0
CCpizVVK,,,,9,12,0
gM8PspPo,,,,9,3,0
C73akqG4,888,VAL_B,8,9,20,0
utKpKnrA,165,VAL_B,1,8,39,0
TRKFyRjW,145,VAL_B,3,7,15,0
fQmnWmdx,,,,,-12,0
Tg3bBiAZ,255,VAL_B,4,8,7,0
EYCBAoX6,270,VAL_B,4,3,-5,0
n9oFivP3,210,VAL_B,3,9,6,0
GSSa2Fg2,,,,9,18,0
oVyTrixl,295,VAL_B,6,9,-6,0
vdykoTep,,VAL_B,,11,3,0
DAbif7KZ,245,VAL_B,6,7,11,0
mkay3naW,205,VAL_A,5,8,-9,0
iZnzANdl,888,VAL_B,8,12,12,0
R1Y7A4HW,-3,VAL_B,7,7,-3,0
ta0OiPzx,340,VAL_B,1,9,5,0
h4k58YHi,205,VAL_B,4,,20,0
C5h6cX85,,,,18,5,0
N7AdkhLj,,,,7,-1,0
D4ZuEmTp,,,,10,-4,0
0QdbejrU,,,,,-11,0
t3VIyiMZ,265,VAL_M,3,4,18,0
726QLssO,,,,10,11,0
UAEaXuFu,320,VAL_B,7,9,4,0
Mq7h0wdy,,,,11,8,0
2T2oIDC1,230,VAL_B,7,8,-8,0
VFSYh8DD,,,,,14,0
uY7HwmiS,,,,9,2,0
ya8cbDeX,,,,,8,0
iqMdmWZe,220,,4,52,7,0
lvtj0ISN,195,VAL_H,6,9,-2,0
V308ZEZe,,,,41,2,0
ojXLWXVg,230,VAL_B,7,8,15,0
bpbOuFGk,,,,,13,0
wUXcGUx0,-3,VAL_B,7,9,4,0
GoLvS858,215,VAL_B,5,4,5,0
au2EEm7L,,,,,-17,0
7mLIlVe4,,,,13,6,0
QRhErtQ4,,,,31,24,0
o0AwEuc5,,,,,6,0
mw6FZWPZ,140,VAL_B,4,8,16,0
QQ9zkBM5,-3,VAL_M,7,4,18,0
9vQSgcXW,,,,,12,0
kty6dcSM,,VAL_B,,40,-9,0
oWqJzkaW,215,VAL_B,7,,-6,0
p31ETqN4,,,,9,19,0
wQlgVA9W,,,,,-7,0
qwu4utjR,,VAL_B,,7,-7,0
nvJ3hFgr,235,VAL_M,3,33,14,0
fj9PLRPL,,,,,19,0
5pImK5LA,,,,,-4,0
THRFCPp3,180,VAL_B,2,4,0,0
dsJGMIza,,VAL_B,2,,2,0
H2a0VVad,170,VAL_B,3,,2,0
9PDNP45v,155,VAL_M,1,8,18,0
IvAhJEfQ,,,,8,-12,0
FOcB2RhB,175,VAL_A,4,12,3,0
Hg0qxjNa,170,VAL_B,5,7,18,0
RaogH9CJ,270,VAL_B,2,7,-11,0
WjvXvVrU,,,,15,10,0
XUgD8n9Y,,,,16,7,0
nYluUQT7,,,,9,14,0
v39SUdbn,225,VAL_B,5,4,25,0
b07QGjNT,,,,7,10,0
X7pHpznC,-3,VAL_B,5,3,-7,0
GDKTCSOy,,,,9,15,0
lzgWqc95,,,,8,-3,0
H7EfbTWx,,,,8,10,0
Ayg7clWB,,,,8,0,0
KZT0gLmc,,,,,-7,0
NNBe8rXp,225,VAL_B,6,4,-11,0
oGA0KePy,295,VAL_B,7,9,-9,0
vLB6O1wD,,,,17,-4,0
75KmtMn5,,,,19,25,0
1yOSrWOQ,,,,,20,0
0IinNFJO,-3,VAL_B,6,,13,0
OiK15S4k,,,,11,11,0
zrWL6n6q,205,VAL_B,4,5,3,1
MLz1Sy4Y,150,VAL_H,1,3,14,0
3sznJ5BH,,,,9,4,0
2DRY1lgh,,,,,-5,0
9pUmPaSz,230,VAL_H,1,3,-7,1
aiAaFEYz,-1,VAL_B,2,5,36,0
dDbEgYgF,,,,9,-4,0
Bgvo6aG1,,,,3,4,0
My5NMpIN,,,,9,17,0
5E0TsGiD,,,,18,17,0
UWsmWFHC,,,,8,1,0
B1kLC9rz,,,,,-8,0
KqMIklwf,145,VAL_B,5,17,19,0
1aQ429BR,,,,9,-2,0
rxVru9KR,,,,3,12,0
DxjtRQI4,290,VAL_B,7,3,2,0
cv7VZ2Kx,200,VAL_B,6,14,-7,0
r31suGuL,,,,18,-7,0
vnNZic1o,240,VAL_B,3,3,1,0
8pfuv341,,,,9,19,0
iiwwsKzQ,225,VAL_A,3,5,-9,0
E5JhlCs4,,,,50,1,0
S9gb37ej,,,,15,-9,0
T4m2obms,,,,9,12,0
W5jJqN9I,185,VAL_B,2,3,7,0
bkO6DqFb,,,,6,6,0
klobsPKw,,,,7,-7,0
JjpEDLNl,295,VAL_M,7,8,-8,0
Ga2HaMgG,-3,VAL_B,7,9,-4,0
ERdUUc6c,,,,,-8,0
S0QVuB1y,200,VAL_B,2,9,9,0
zPcEbJmY,180,VAL_B,5,16,24,0
qO14NDz4,285,VAL_B,7,8,-8,0
s6BcxCHW,,,,8,17,0
8DGPww2F,,VAL_B,,10,3,0
oLn4rSDi,,,,9,6,0
jX1rt4Nz,,,,30,0,0
5IAb7vw6,,,,7,1,0
a9zyRJqn,,,,9,17,0
YXD6PRwu,,,,,18,0
St3ERRJj,320,VAL_B,4,2,8,0
mAF0Y9L7,150,VAL_B,1,6,28,0
cQUcUKuk,,,,9,17,0
6fuG4rEM,,,,6,6,0
nsi0TuxJ,255,VAL_B,5,,-2,0
8ibJsASu,205,VAL_B,6,8,-4,0
b2pTEBri,235,VAL_B,1,14,10,0
KlhDYFZX,-3,VAL_B,7,6,27,0
Sor2E8b6,,VAL_M,,8,3,0
EEN9Gtb9,385,VAL_B,4,11,-11,0
6xFVKm4l,,,,9,4,0
LWXkx6tF,,,,,-2,0
wOUflnyv,-3,VAL_B,7,3,-4,0
pmDC7vTe,350,VAL_B,4,4,-8,0
YHEFbtmU,320,VAL_B,5,9,0,0
LHj3fo26,215,VAL_B,4,,15,0
WVvqIJPb,,,,7,3,0
hdSpfcuS,210,VAL_B,4,9,1,0
YSSFYbxQ,,,,8,6,0
Vjy7RYbB,-1,VAL_B,1,15,12,0
mPExRoeR,,,,4,-1,0
3FqvgUgN,,,,9,18,0
UpsigIlU,,,,8,3,0
YdnPeCTE,,,,,18,0
IdQ7sCD1,,,,7,21,0
Sh9VFQcX,888,VAL_B,8,15,5,0
vqelV7QT,280,VAL_B,7,,11,0
T58Z4IZl,,,,,24,0
Y8H3njH9,,,,,-5,0
IllSdqPI,,,,9,18,0
Af5XdXrf,,,,8,10,0
f0WbUfwW,,VAL_B,,,11,0
8jWGLRYc,,VAL_B,,7,-8,0
CFqclJuO,,,,7,17,0
NuxIqZDy,,,,10,6,0
qowmdlJW,-3,VAL_A,5,12,-3,0
ADCtk9l5,170,VAL_B,1,4,19,0
6FB5cWcC,305,VAL_B,5,7,3,0
jwqApUH3,,,,9,3,0
TVqzGELd,,,,9,-4,0
bN3lJZej,,,,7,-7,0
UH0bclAy,,,,,20,0
BGS7wEfU,,,,,4,0
3M85WfMZ,,VAL_B,,3,14,0
1wVCnwkz,,,,,12,0
Cv1UhyQk,225,VAL_B,5,7,17,0
1Fl4mENF,-2,VAL_H,6,9,16,0
9wPm24st,190,VAL_B,3,5,21,0
TIdD01mC,130,VAL_M,6,10,18,0
JXOIP3rj,,,,15,-7,0
zM8qsVj7,275,VAL_B,2,3,-12,0
lXSmiidw,185,VAL_B,2,8,14,0
sgXbKYcq,245,VAL_B,6,10,1,0
hHpN52vg,,VAL_B,,5,3,0
Y6TDFcvV,165,VAL_B,6,7,26,0
eTZwoLg9,,,,,17,0
IH1JEEVx,225,VAL_B,4,7,16,0
llNMAuV1,,,,8,11,0
3W3kFIJV,,,,,5,0
N12sIBzv,,,,7,6,0
DYqqdOY0,235,VAL_B,5,4,1,0
ej2UB23r,275,VAL_B,3,,13,0
Nos0euY0,,,,9,-3,0
86XfDUAQ,,,,8,2,0
QP4ZiEZs,,,,4,-9,0
fpyChlHn,,,,4,-9,0
P01T2wV0,,,,9,18,0
6cJWdGip,255,VAL_B,7,8,-8,0
GyRI9xCn,,,,,-10,0
3xLQ2hRJ,,,,7,11,0
xstdSPX6,-1,VAL_B,1,5,29,0
KVFrq5I3,220,VAL_B,1,5,4,0
M23ph2Xp,,VAL_B,,,0,0
VtXgIEvo,-1,VAL_B,2,8,-3,0
Le834guB,,,,9,19,0
xDjm7hx7,260,VAL_B,4,12,-7,0
uehnmIRb,140,VAL_K,2,10,16,0
JXnHm0Jj,210,VAL_B,3,3,-6,0
knuIced3,-3,VAL_A,1,11,-5,0
fonGjfUY,145,VAL_B,1,7,13,0
sUTUdj4s,,,,8,-7,0
rT94yzvH,,,,12,6,0
elS9hWdD,235,VAL_F,5,2,4,0
hM5Dfwoz,180,VAL_B,5,5,21,0
rj4dTaFt,,VAL_D,,17,15,0
26rYnDWG,375,VAL_B,7,7,2,0
7VfDS146,,,,13,23,0
9LVNwujk,210,VAL_B,4,7,13,0
1ihoPrqs,-3,VAL_D,7,55,-2,0
FmMRrmI9,320,VAL_B,6,7,5,0
SZ2ahcct,,,,9,-9,0
9g6Oj9js,,,,18,6,0
LwEjq9lv,,,,7,11,0
WRYs0rWf,,,,8,5,0
h3iBTflw,,,,,20,0
oVsAP7a5,,,,8,20,0
u8yEmVwp,175,VAL_B,6,10,-8,0
DwD4yxlf,205,VAL_B,5,4,-5,0
kGlRnjtF,190,VAL_B,6,,12,0
toUngYyo,260,VAL_B,4,18,15,0
xovvM633,,,,7,8,0
nUvfqX55,335,VAL_B,7,,-9,0
UBJf0m99,285,VAL_B,7,3,-1,0
qH1ow2KN,,,,8,20,0
DTmXeEQA,,,,8,19,0
jcR3R6Qr,,,,,-7,0
KwGGrq05,310,VAL_B,7,9,6,0
Xgzw8bom,-3,VAL_B,7,4,1,0
BudGNalg,,,,15,-13,0
pgm3Ft5B,,,,9,-2,0
Yhj1ruVq,220,VAL_B,5,8,-15,0
MjqPsHnS,210,VAL_B,3,3,12,0
md5G7Ugl,,,,,-15,0
ejaX3iTu,,VAL_B,3,8,2,0
ng3oPFDz,220,VAL_A,7,3,-3,0
M3Zd1JRx,,,,,-12,0
kaNdjtvc,170,,5,2,16,0
zGNDHTOS,,,,7,12,0
kgeuoood,,VAL_B,,9,11,0
31M6yJlb,265,VAL_F,7,5,11,0
KCp0q1GY,,,,36,-4,0
V4ITIEff,215,VAL_A,3,6,1,0
o4IuKGaL,,,,10,-3,0
lw5TjzES,155,VAL_A,4,13,21,0
oWnlQ7Y2,270,VAL_B,6,8,-5,0
PVYNMxYv,250,VAL_B,1,16,8,0
TRzOBnI6,225,VAL_B,4,9,-3,0
Q9siGBv0,275,VAL_B,7,3,-9,0
VUhWqtx5,,,,,19,0
O1R8eGQv,120,VAL_B,1,,22,0
bTM1wa2e,,,,,17,0
3bVpVauW,,,,7,1,0
Pi8lDsv2,220,VAL_B,1,9,14,0
LTgyXB8Q,-1,VAL_M,2,13,21,0
cAuoDnAk,,,,,5,0
sxmzSYmr,,VAL_B,,10,-9,0
0ri9kpK5,-1,VAL_B,2,5,15,0
fEu4HH5l,,,,9,-1,0
YH6hRNp0,,,,,0,0
CSWCZI8l,,,,38,19,0
HEVoRpgY,185,VAL_B,5,9,8,0
DyDEesVV,,,,17,-1,0
2rURcuSW,155,VAL_B,3,7,25,0
FQ5Asc6y,,VAL_B,,8,-38,0
P9223TJW,,,,,17,0
ObqlrpnY,265,VAL_A,3,4,-9,0
QN8cD2YG,240,VAL_B,3,7,-11,0
OjhZtHxx,,,,10,20,0
eDkAA1JB,310,VAL_B,4,3,-7,0
WWjhRJqb,,,,12,3,0
gs0JMeqM,190,VAL_B,4,8,0,0
9DuBeNTn,185,VAL_B,3,7,11,0
ksq0eCYK,370,VAL_B,6,3,-13,0
H4JC6YMG,,,,9,15,0
ZLdNkN8Z,,,,24,-4,0
t8l1ENRs,280,VAL_B,4,8,11,0
MlAxIha3,205,VAL_B,6,9,-5,0
CK74MJDo,,,,8,-4,0
6jQBx3oY,,,,42,21,0
6mOVUSy9,245,VAL_B,6,,3,0
skl7gk1j,,,,9,6,0
1dGu3RPN,195,VAL_M,6,4,14,0
98AYqK2O,,,,,2,0
gD7OPnXZ,,,,18,-8,0
HqChUYVu,150,VAL_B,3,2,43,0
I3th3kQJ,,,,13,2,0
L6EWlcNl,,,,9,-6,0
V42aVx0j,,,,7,-11,0
vYTBBelP,185,VAL_B,3,9,-3,0
O3eYYut2,280,VAL_B,7,7,4,0
SqyySHRr,-1,VAL_B,1,18,-10,0
m5RaeN55,,,,,17,0
Zpxc8NP6,130,VAL_B,1,,19,0
8u1OloDR,255,VAL_A,1,3,10,0
AuR5VhHN,,,,,21,0
tE6T4DUz,245,VAL_H,2,,-4,0
ijib055F,300,VAL_B,4,3,11,0
zJQgPSvB,,,,9,6,0
3CBpsfxp,-3,VAL_B,7,9,-12,0
RaaIL7ch,-2,VAL_B,2,8,-11,0
mbUwNswe,-3,VAL_M,4,10,-2,0
8XpkmyC9,,,,7,-2,0
vFEG48lX,120,VAL_K,3,7,18,0
rAmb9y5e,150,VAL_B,1,7,24,0
9J5otiqq,,,,4,8,0
SDeDXibL,-3,VAL_B,2,3,5,0
ed4w1csU,235,VAL_M,5,4,-3,0
poD7WLp0,,,,,-14,0
aUloVPl2,,,,5,9,0
P0FvFk2o,205,VAL_B,6,,-5,0
QqhukUfT,,,,13,-15,0
gZgJ1EE9,,,,18,-9,0
0PJlS3N0,220,VAL_B,3,8,20,0
fw4Y4sIG,,,,8,-1,0
6i7DltF7,160,VAL_B,4,3,3,0
Rj8PEOMH,,,,9,-3,0
ouRTY7vz,225,VAL_B,5,8,11,0
DL7ibK4j,,,,7,16,0
M4v9klaz,,,,,-11,0
InT4tjAK,220,VAL_B,4,9,27,0
TkWQDPFJ,215,VAL_B,1,3,-3,0
JPKyJ3jH,-3,VAL_B,7,7,-2,0
OWKT3Sj6,,,,7,3,0
R9G4ZVLx,,,,18,17,0
nJTuytZ7,,,,,13,0
hXrY87AI,,,,16,-1,0
F8aAsRhX,,,,4,20,0
Kb5Le8UZ,210,VAL_B,2,8,-6,0
zLwZtIpo,,,,13,20,0
yKHkTJSd,,,,,-12,0
KoxcYvLv,355,VAL_B,1,18,0,0
Vk06DMUi,275,VAL_B,5,9,-2,0
I8nsyTgE,,,,7,23,0
mXuRvYOX,,,,9,-1,0
0X678Mt0,360,VAL_B,3,46,7,0
h0SzLsQd,,,,,15,0
5JPXz7ta,,VAL_M,,4,19,0
rfWAdVcd,,,,,7,0
RVS654r2,,,,8,-11,0
G5sOD9G8,-3,VAL_B,5,11,-9,0
wwZZ0EFy,,,,3,20,0
HMYcr2cX,,,,,15,0
HkS5aMyZ,290,VAL_B,7,9,-4,0
sWRnqDrD,,,,8,-11,0
JqkBxE8H,,,,7,18,0
MoVlz7tz,,,,,-5,0
UVAgjm0p,305,VAL_B,3,9,-3,0
NLcSbBMh,,,,8,-10,0
sSQlWjN3,,,,25,-3,0
F6YQyOOk,225,VAL_B,7,9,4,0
NlWfs2Qf,,,,9,-4,0
pUN5bl1M,888,VAL_B,1,3,19,0
PDbp1rK5,,,,2,12,0
xVwzcV22,,,,,15,0
c7SW1wTI,,,,9,1,0
MJsUmGyS,-1,VAL_B,1,5,-9,0
tBuPe4lt,,,,10,-13,0
78J93dFx,315,VAL_B,7,11,-1,0
5oZXJiOh,,,,,-3,0
Eop4e2PG,,,,8,0,0
QVODf5zt,185,VAL_B,1,6,1,0
fot26z0U,160,VAL_B,1,3,12,0
33YLRwPs,,,,9,2,0
vYzI89OM,,,,17,12,0
NvPc2lKt,190,VAL_A,3,8,-5,0
vXDIhCCZ,,,,,-8,0
NSR3fsiA,275,VAL_B,2,12,3,0
M470lpiL,205,VAL_A,4,,4,0
0gdCzMyp,,,,18,-9,0
9tzXbXfl,300,VAL_B,3,13,-1,0
Cdf3QV1A,220,VAL_B,5,7,-9,0
yI4WheXP,,,,20,-2,0
liAsuBP1,,,,8,-11,0
XliTBSnZ,355,VAL_B,3,9,2,0
2siR4gy1,-3,VAL_A,7,5,2,0
QyCWyip7,245,VAL_B,2,3,-11,0
69jkeRQ1,,,,18,-6,0
ZH1BrHBP,210,VAL_B,5,4,-1,0
3WClBI0C,250,VAL_B,5,2,2,0
8CMWsN2N,,,,9,3,0
1UOnIbzn,210,VAL_B,7,,21,0
OolZzyp8,300,VAL_B,3,8,27,0
pCavU2wl,,,,,-1,0
rVsYETFj,,,,,-6,0
HqKNMADb,325,VAL_B,3,15,0,0
tczF69ZC,200,VAL_K,2,5,7,0
r9clNAzR,,,,8,-7,0
gDN90wra,-3,VAL_B,7,6,-5,0
SUq23pOW,,VAL_B,6,5,4,0
F9QNb4x5,,,,17,15,0
iziv0Hj8,175,VAL_B,2,8,9,0
4MEp3z8b,240,VAL_B,7,11,-6,0
kenXdYv2,165,,1,4,41,0
oEUCrcA8,,,,17,16,0
WzE03hgP,,,,,-3,0
QYltOQQT,,,,8,11,0
u5MlZVvl,-3,VAL_A,7,10,0,0
WbvlK5vd,225,VAL_B,5,10,8,0
4IoLiCD9,-3,VAL_B,5,9,16,0
lCqUkZ1L,,,,9,14,0
Ke24STvX,,,,15,-6,0
da2O48Y3,,VAL_B,,6,4,0
aVWHHdII,400,VAL_B,7,6,0,0
NSpBaRR1,175,VAL_M,5,4,20,0
fleO9dOF,-2,VAL_B,2,,4,0
IQiPs4Sl,,,,7,-8,0
9wlbdpq4,,,,8,12,0
WMDjXvRi,,,,7,8,0
39y3MN7j,225,VAL_I,4,3,8,0
eoN5a61m,,,,10,0,0
rq7Ib2dg,230,VAL_B,5,5,0,0
wr2vCnSP,175,VAL_B,5,4,17,0
SRL7nNRK,310,VAL_B,1,9,2,0
ZM6kDZ7m,190,VAL_B,3,20,19,0
E97Wu0aU,,,,,1,0
XHNUYARv,,VAL_B,,7,15,0
t5siL4Gl,200,VAL_B,4,7,21,0
42CKEE9T,220,VAL_B,7,4,8,0
1v9w6dRn,370,VAL_B,1,5,5,0
qTqCapkR,,,,,14,0
OMNxShlA,305,VAL_B,7,5,-16,0
BpTwGaon,170,VAL_B,1,8,-4,0
YcUaGvFs,,,,8,8,0
cUaYq8ZG,,,,36,12,0
epSkAhHj,140,VAL_B,1,4,28,0
uW5Z5ETz,205,VAL_B,1,8,4,0
TGgn1V4o,270,VAL_B,7,4,-2,0
okfJmow3,,,,9,8,0
fsxmpoxG,180,VAL_M,2,3,-5,0
fClWkLG5,,,,9,-6,0
iTeFocD7,,VAL_B,,10,1,0
4RyRhOVF,220,VAL_B,6,,12,0
JfTiOpNo,265,VAL_B,5,3,3,0
yyfUbmow,,,,15,-7,0
h2IXT3Tx,,,,8,-2,0
dkF0JBrl,,,,14,13,0
eluhFYX7,220,VAL_M,6,,14,0
diH14CLn,240,VAL_B,3,3,10,0
slRWzGaq,290,VAL_B,3,14,-4,0
xMuOsoOW,,,,9,7,0
1j26iEx9,,,,7,6,0
lubCB07D,220,VAL_B,5,2,1,0
jk6JzXpq,,,,8,-9,0
PuV8Rh4l,210,VAL_B,2,8,-12,0
PZV8SeES,,VAL_B,,7,-2,0
EBuDCuTJ,,,,8,8,0
qw2KFfFe,,,,7,10,0
INS9HfDD,,,,7,-2,0
VSuVu0gj,,,,7,-8,0
9i3Iv9ps,265,VAL_B,5,9,-2,0
tw7J8Fpg,315,VAL_B,7,4,1,0
MKKdJ4fH,-1,VAL_B,1,11,17,0
a7Ntnr61,195,VAL_A,5,4,-3,1
mXPEg95d,,,,9,17,0
aGoWLY4X,,,,8,8,0
TxKeEYsg,,,,3,15,0
5O2OEqSh,285,VAL_B,4,6,-4,0
5rfI6rhU,,,,9,17,0
t2Tvw6YL,345,VAL_M,7,4,-3,0
YJT1lL26,-3,VAL_B,7,8,4,0
kRXevloe,,,,39,6,0
4RMXJlGQ,,,,17,25,0
lWfqDt60,,,,8,14,0
i6Lk8Aiz,-2,VAL_B,2,7,-11,0
DQLwjAw6,-3,VAL_B,7,9,6,0
Mzt2fyRs,,,,18,2,0
qW1Hgamu,,,,7,12,0
OTDjqlHH,,,,9,10,0
k7mIWO3l,,,,,-2,0
8683yeZQ,-3,VAL_B,7,4,-4,0
RxLtM1vG,315,VAL_B,1,11,1,0
vTom4EZn,210,VAL_B,5,10,12,0
mGdO3J5Z,,,,,4,0
zSkMO6aN,125,VAL_B,3,3,18,0
5ReqCk6w,,,,,11,0
HJj2DMsY,,,,8,1,0
s7GAqxfP,-3,VAL_D,7,9,-8,0
zMidrPxH,,,,,4,0
FANGxxew,,,,,-2,0
mMIiSTO3,280,VAL_B,3,4,-3,0
vxzRiyx5,255,VAL_B,3,6,-5,0
1fEMo2b5,260,VAL_B,5,8,14,0
R5lQo52L,,,,8,6,0
7P8qOUjX,205,VAL_B,6,8,1,0
k8bMZr8v,,,,7,-6,0
fnw3WVPu,,,,8,20,0
1kJQSiR5,305,VAL_B,5,10,10,0
TqLebiHS,150,VAL_B,1,4,9,0
uT463pon,260,VAL_B,4,7,-2,0
q9z4lHUJ,280,VAL_B,7,,-4,0
996WrHph,155,VAL_B,1,,11,0
aTFKlyPB,888,VAL_B,8,4,4,0
Lx2BmxGg,888,VAL_B,8,4,20,0
PRVhzPQq,,,,,-18,0
aVTA0PUk,225,VAL_B,7,16,11,0
Yk61palf,,VAL_B,2,9,19,0
7bEzjpFd,,,,,-1,0
fz1tyKEN,-1,VAL_B,1,4,10,0
lXqHBQVY,220,VAL_M,4,5,15,0
bOFoAimO,,,,7,8,0
L83QUxVJ,,,,15,8,0
y8YglA8h,-3,VAL_B,7,8,-8,0
8ztUYOXh,-3,VAL_B,3,9,11,0
v76ffWIB,,,,,-11,0
eBw4zeoR,,,,4,-1,0
GrcC0KFC,,,,,1,0
fXsTEQgz,,,,,8,0
ihpuErJ4,,,,9,13,0
e0TAZg73,225,VAL_M,4,8,10,0
o6bdUZUt,200,VAL_H,2,9,4,0
PLB0HBbT,200,VAL_B,2,9,-2,0
Ieov661d,,,,6,-15,0
KcISB1Co,-1,VAL_B,1,9,8,0
MfsVeZg4,250,VAL_B,5,9,-9,0
HbrGVQIf,,,,13,2,0
11tbDKvn,125,VAL_B,5,5,11,0
S3njtubd,-3,VAL_B,6,,-7,0
pXQqGeDZ,,,,4,16,0
9NvdMowf,,,,9,19,0
yrYpknm1,,VAL_B,,9,0,0
tG1ekrNZ,190,VAL_B,5,3,4,0
UQ6QHdoE,140,VAL_B,4,8,-1,0
zI93aGer,,,,8,14,0
ZJWkc39m,,,,,17,0
P28rCU70,205,VAL_H,1,7,14,0
lhxd4QHL,,,,9,-8,0
nNJf5BnV,,,,16,7,0
YcKdLcIY,,,,12,-7,0
bFSYN07m,190,VAL_B,1,3,-2,0
o8DlWABK,,VAL_B,,3,10,0
JQ2Uvt7G,,,,4,12,0
QpZlQmBm,,VAL_B,1,,6,0
Vmac3UgL,,,,8,1,0
KFKavKkX,,,,,4,0
zb1VYcIi,,,,,-1,0
ttZxYkzq,285,VAL_B,7,9,2,0
YoY2wNlp,255,VAL_M,7,8,3,0
8TNxIZvd,,,,7,9,0
xUE98QhF,,,,,20,0
auWYe8HG,,,,8,-6,0
AKjEBzL1,240,VAL_M,3,8,9,0
dUZhPHad,,,,,-4,0
qXKphmRm,275,VAL_B,5,11,4,0
0YhJTk42,888,VAL_B,8,2,13,0
CuhLlwg6,,,,,-5,0
7WlAQIFd,210,VAL_F,6,9,14,0
2GK7oYPq,340,VAL_B,7,18,2,0
iZVxMZLc,185,VAL_J,5,2,4,0
ovTIIfWi,-3,VAL_B,3,,-5,0
ofBcil8r,260,VAL_M,7,12,-1,0
xVOo243q,170,VAL_B,1,6,30,0
p6sVbjxH,,,,8,-8,0
0YBn9cs7,,,,53,-7,0
qZwvtT79,280,VAL_B,5,7,5,0
k2R5vjy8,,,,,12,0
BwN3nN1w,195,VAL_B,3,5,13,0
AQ2Xjdm0,360,VAL_B,7,,2,0
ZHZfPSnA,285,VAL_B,4,13,-9,0
0Sz3caeZ,,VAL_B,,3,15,0
UJgqDvmP,,,,,-13,0
rjGzr1SX,,,,7,6,0
kSJ2Dfui,145,VAL_B,4,10,-7,0
lp9Ot2HD,-3,VAL_B,5,5,13,0
cbK0HhYf,,,,8,15,0
KHfLD9Hq,190,VAL_B,1,9,19,0
0h9u5k7T,,VAL_B,,8,1,0
9ESvFlBO,-1,VAL_B,2,7,-5,0
KYIR2WsW,,,,13,15,0
NMbuGe8h,165,VAL_B,3,7,10,0
06NPoP4D,,,,8,11,0
uKqXhGRC,,,,9,2,0
5TwPQEI0,,,,8,-1,0
f5reIMUW,,,,16,2,0
UTNhMhww,,,,,1,0
BRhYnjbN,,,,19,8,0
bG432jzq,,,,,1,0
IWDRLaBb,185,VAL_B,2,8,2,0
V1wlcwJU,245,VAL_B,7,6,16,0
IGOCpPCb,210,VAL_B,4,7,-5,0
XuloQKae,-3,,7,9,-8,0
VEfYSjnM,240,VAL_B,6,4,18,0
vdEW3gt9,,,,9,3,0
Dn8pzoWe,,,,3,-1,0
2owUGxDZ,,,,8,0,0
26j8vj1M,240,VAL_B,5,9,1,0
paUHf3AS,230,VAL_B,5,11,-8,0
psSE1X3W,,,,8,-9,0
AsmhuXiv,,,,,23,0
yFGo8G00,,,,,-12,0
DC5qzupJ,,,,8,3,0
ySi9Np4w,,,,8,6,0
us0m55VU,160,VAL_B,6,,4,0
AIU7wwhk,,,,15,15,0
QyPKf7Mt,315,VAL_B,7,6,2,0
5ngVTDbI,340,VAL_A,6,8,0,0
7vhywGUO,270,VAL_B,5,4,11,0
ooELjXOl,,,,8,20,0
TZXfhCe5,220,VAL_B,5,,1,0
NVadKVJ8,,,,9,-6,0
eNE8zrR2,,,,,-5,0
y45QLfZ8,,,,18,-2,0
aXpPu3g1,,,,,14,0
B4CfoWGQ,,,,8,13,0
dhfpUTvN,,,,9,3,0
VpuZuC9h,,,,9,-5,0
1vbz09MG,,,,18,-11,0
7RIYTT3B,-3,VAL_B,5,10,-6,0
rrlEoPU4,285,VAL_M,5,3,13,0
xhoipI2y,,,,9,16,0
Ixg6I7yF,,,,9,5,0
4gRzK1kO,,,,8,9,0
rjZFFJKc,,,,15,0,0
Hh5QjVIX,,,,9,8,0
ms4esApP,,,,17,-3,0
